type,dir,name,row,col,side,scale,flip
exr,data/KAIST,scene18_reflectance.exr,862,21,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2494,3105,96,1,True
exr,data/KAIST,scene18_reflectance.exr,398,3056,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1718,3215,96,1,True
exr,data/KAIST,scene18_reflectance.exr,523,1577,96,1,True
exr,data/KAIST,scene18_reflectance.exr,312,2026,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2434,43,96,1,True
exr,data/KAIST,scene18_reflectance.exr,649,1211,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2337,370,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1511,222,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1006,829,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2202,800,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2129,2796,96,1,True
exr,data/KAIST,scene18_reflectance.exr,440,1318,96,1,True
exr,data/KAIST,scene18_reflectance.exr,901,289,96,1,True
exr,data/KAIST,scene18_reflectance.exr,288,1738,96,1,True
exr,data/KAIST,scene18_reflectance.exr,114,1662,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1526,2331,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2352,779,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1479,1036,96,1,True
exr,data/KAIST,scene18_reflectance.exr,566,2231,96,1,True
exr,data/KAIST,scene18_reflectance.exr,11,443,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2138,883,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2053,170,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1527,1839,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2312,533,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1253,781,96,1,True
exr,data/KAIST,scene18_reflectance.exr,547,3077,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1012,2165,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1474,2100,96,1,True
exr,data/KAIST,scene18_reflectance.exr,77,118,96,1,True
exr,data/KAIST,scene18_reflectance.exr,381,1920,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1673,1426,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1424,2091,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1577,1231,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2069,1270,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2542,3225,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1796,1752,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2357,215,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2395,3173,96,1,True
exr,data/KAIST,scene18_reflectance.exr,156,2927,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1822,737,96,1,True
exr,data/KAIST,scene18_reflectance.exr,973,307,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1256,2006,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1489,2986,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1603,1575,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1794,799,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2558,777,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1362,1508,96,1,True
exr,data/KAIST,scene18_reflectance.exr,599,337,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2131,2627,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1417,1219,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2502,3152,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1384,3031,96,1,True
exr,data/KAIST,scene18_reflectance.exr,2522,1049,96,1,True
exr,data/KAIST,scene18_reflectance.exr,739,44,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1249,560,96,1,True
exr,data/KAIST,scene18_reflectance.exr,1377,3086,96,1,True
exr,data/KAIST,scene18_reflectance.exr,216,1009,96,1,True
exr,data/KAIST,scene18_reflectance.exr,135,45,96,1,True
exr,data/KAIST,scene18_reflectance.exr,242,740,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,80,3042,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2416,262,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,968,3181,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,502,1694,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2185,265,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1261,240,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1034,1890,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1772,879,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1432,470,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1306,114,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2234,2339,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2099,1089,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,135,338,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,613,3088,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1752,1077,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2260,687,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,522,517,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2397,3166,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,766,2478,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,175,767,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,381,430,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,49,464,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1740,993,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,243,1468,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1021,2196,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1621,69,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1887,128,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,652,3173,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,982,985,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,748,2775,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,732,1511,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,28,1416,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1381,740,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,785,207,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1461,1364,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1345,1268,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2364,1658,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1800,1601,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1206,1449,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,641,2280,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,639,3007,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,142,2324,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1795,156,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,161,1438,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,347,1047,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,701,2302,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,671,1027,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,38,1138,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1073,2126,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1282,2147,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1261,2007,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,12,841,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1334,607,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1750,512,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1379,2018,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,35,2220,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2397,3116,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,638,2498,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2435,1953,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,47,1045,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1506,157,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1275,686,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,769,2077,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,795,1575,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2294,1876,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2368,2490,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,417,589,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1614,849,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,981,924,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1651,1583,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1822,946,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1854,247,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1407,3105,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,714,762,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,616,229,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1241,3119,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1644,2027,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,937,631,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,618,1598,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,794,553,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,526,1519,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1648,258,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1043,1164,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,880,287,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1713,550,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,478,1590,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1771,2817,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,634,801,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2481,2162,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2060,3158,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1134,716,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1637,2163,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1165,2678,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,839,931,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1085,2262,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,235,468,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1824,2877,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1022,1267,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,415,181,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1362,2279,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1467,563,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,906,1254,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,92,2362,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2332,2640,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2409,2673,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1360,2266,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1869,1987,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1478,145,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2312,1756,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,551,2139,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1186,287,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2238,1374,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2473,223,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,2390,1725,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,356,1107,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,999,563,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,23,1667,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,59,1535,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,1363,885,96,0.5,False
exr,data/KAIST,scene18_reflectance.exr,609,827,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2053,171,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,26,2035,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1394,3117,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,186,1263,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1987,2603,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2509,432,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1506,2638,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2092,479,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,601,734,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2366,658,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,939,3158,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1489,2763,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,328,175,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,481,51,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2339,865,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2509,71,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1266,2474,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1582,1643,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1695,2474,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2174,2616,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,468,3033,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1760,1024,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,637,1217,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,430,892,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2499,578,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,942,1784,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1369,2366,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,746,885,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1715,1252,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1784,1373,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2404,1421,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,237,2603,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,529,310,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,237,712,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1864,1998,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,975,810,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,11,238,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2474,2141,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2285,1540,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2165,2428,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,76,2278,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,332,392,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,951,442,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1629,2667,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1908,614,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,702,1842,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,348,819,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1304,2101,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2021,536,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,963,2103,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,991,2207,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2214,850,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2509,2398,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,777,2141,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,671,1297,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1884,3112,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,893,180,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,994,447,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1684,210,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1967,1152,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2159,1164,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,917,2069,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1586,2375,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,890,370,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1686,2569,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,192,1745,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2437,588,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1281,701,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,903,2019,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1116,2873,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,157,2658,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,193,1296,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1964,220,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1152,2195,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,746,1303,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,388,771,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,900,2157,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2301,1370,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2279,2383,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1626,2561,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1780,70,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,800,173,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2061,999,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2074,2838,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1908,1814,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1680,24,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,77,1963,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,868,2264,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1191,1021,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1572,2426,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2285,2629,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2244,2408,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2322,1571,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1,2298,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,674,708,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1260,2264,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,51,729,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,764,1515,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1551,2847,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,495,790,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,576,2925,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,88,1171,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1763,2916,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,385,1846,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2171,925,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,2326,596,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1329,1586,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1033,3043,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,82,105,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1780,2729,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1099,949,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1999,462,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1167,1265,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1959,1825,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,677,1945,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1180,2586,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1556,869,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,251,374,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,1760,386,96,0.5,True
exr,data/KAIST,scene18_reflectance.exr,501,557,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1934,3204,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1186,3271,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2182,1146,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1172,2759,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1296,3069,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1364,2378,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1821,2266,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1497,1577,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1357,2905,96,2,False
exr,data/KAIST,scene18_reflectance.exr,534,2809,96,2,False
exr,data/KAIST,scene18_reflectance.exr,482,1629,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2586,2034,96,2,False
exr,data/KAIST,scene18_reflectance.exr,36,1637,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1036,550,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2500,2479,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2398,3187,96,2,False
exr,data/KAIST,scene18_reflectance.exr,823,2254,96,2,False
exr,data/KAIST,scene18_reflectance.exr,502,325,96,2,False
exr,data/KAIST,scene18_reflectance.exr,251,2898,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1677,3258,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1937,636,96,2,False
exr,data/KAIST,scene18_reflectance.exr,237,2168,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1864,929,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2110,576,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2370,1445,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2502,1780,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2272,2948,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1200,2533,96,2,False
exr,data/KAIST,scene18_reflectance.exr,881,3031,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2486,1867,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2097,1474,96,2,False
exr,data/KAIST,scene18_reflectance.exr,332,3096,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1478,1677,96,2,False
exr,data/KAIST,scene18_reflectance.exr,481,1574,96,2,False
exr,data/KAIST,scene18_reflectance.exr,383,1734,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2023,105,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2161,247,96,2,False
exr,data/KAIST,scene18_reflectance.exr,998,3067,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2628,2137,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2398,32,96,2,False
exr,data/KAIST,scene18_reflectance.exr,441,2049,96,2,False
exr,data/KAIST,scene18_reflectance.exr,475,2364,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1806,3296,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1725,1161,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1886,2889,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1690,1136,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1485,2565,96,2,False
exr,data/KAIST,scene18_reflectance.exr,395,778,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1946,1413,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1600,2577,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2357,675,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1505,842,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2168,2560,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1486,1845,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2470,3110,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1280,3141,96,2,False
exr,data/KAIST,scene18_reflectance.exr,502,531,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1713,1669,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1718,458,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2455,866,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1593,367,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1623,2192,96,2,False
exr,data/KAIST,scene18_reflectance.exr,206,2527,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1610,2645,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2101,2321,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1165,2744,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2498,3051,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1692,1615,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1370,516,96,2,False
exr,data/KAIST,scene18_reflectance.exr,493,1270,96,2,False
exr,data/KAIST,scene18_reflectance.exr,56,2505,96,2,False
exr,data/KAIST,scene18_reflectance.exr,813,1265,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1267,3121,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1673,167,96,2,False
exr,data/KAIST,scene18_reflectance.exr,485,2475,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2651,2951,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2138,2253,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2009,94,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2540,2117,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2335,1906,96,2,False
exr,data/KAIST,scene18_reflectance.exr,630,3290,96,2,False
exr,data/KAIST,scene18_reflectance.exr,121,2586,96,2,False
exr,data/KAIST,scene18_reflectance.exr,442,972,96,2,False
exr,data/KAIST,scene18_reflectance.exr,792,524,96,2,False
exr,data/KAIST,scene18_reflectance.exr,917,1199,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2085,3169,96,2,False
exr,data/KAIST,scene18_reflectance.exr,683,2091,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1372,42,96,2,False
exr,data/KAIST,scene18_reflectance.exr,272,971,96,2,False
exr,data/KAIST,scene18_reflectance.exr,493,916,96,2,False
exr,data/KAIST,scene18_reflectance.exr,248,2001,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1323,2,96,2,False
exr,data/KAIST,scene18_reflectance.exr,392,2741,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2275,3254,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1285,823,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1732,2691,96,2,False
exr,data/KAIST,scene18_reflectance.exr,425,1146,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2418,2034,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1248,883,96,2,False
exr,data/KAIST,scene18_reflectance.exr,1874,1819,96,2,False
exr,data/KAIST,scene18_reflectance.exr,742,1449,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2576,2947,96,2,False
exr,data/KAIST,scene18_reflectance.exr,115,1335,96,2,False
exr,data/KAIST,scene18_reflectance.exr,949,1284,96,2,False
exr,data/KAIST,scene18_reflectance.exr,2136,695,96,2,False
